page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
72554,Franz Kraus ,\/Franz_Kraus_,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-88,1988
196065,Fred Caskey ,\/Fred_Caskey_,,Bad Characters,,,Male Characters,,Living Characters,2,Dec-88,1988
92103,Jack Rollins  ,\/Jack_Rollins__,,,,,Male Characters,,Living Characters,2,Oct-88,1988
608154,James Woo  ,\/James_Woo__,,,,,Male Characters,,Living Characters,2,Oct-88,1988
608155,Jasper Sitwell  ,\/Jasper_Sitwell__,,,,Blond Hair,Male Characters,,Living Characters,2,Oct-88,1988
564563,Jet  ,\/Jet__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Apr-88,1988
19368,Konrad Fassbinder ,\/Konrad_Fassbinder_,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-88,1988
608156,Laura Brown  ,\/Laura_Brown__,,,,,Female Characters,,Living Characters,2,Sep-88,1988
196059,Leaper Logan ,\/Leaper_Logan_,,Bad Characters,,,Male Characters,,Living Characters,2,Nov-88,1988
350824,Lynne Huntington ,\/Lynne_Huntington_,,,,Red Hair,Female Characters,,Living Characters,2,Oct-88,1988
31334,Major Purge ,\/Major_Purge_,,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,Aug-88,1988
256194,Marge Brock ,\/Marge_Brock_,,Good Characters,,,Female Characters,,Living Characters,2,Sep-88,1988
72559,Martin Jacobi ,\/Martin_Jacobi_,Public Identity,,,Grey Hair,Male Characters,,Living Characters,2,Jun-88,1988
503182,Meade ,\/Meade_,Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,May-88,1988
24323,Miguel Provenza ,\/Miguel_Provenza_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Dec-88,1988
489952,Phil  ,\/Phil__,,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,2,Feb-88,1988
118106,Roky Vance ,\/Roky_Vance_,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,May-88,1988
695264,Rupert Holloway ,\/Rupert_Holloway_,No Dual Identity,,,,Male Characters,,Deceased Characters,2,Dec-88,1988
16998,Sheila Blake ,\/Sheila_Blake_,,,,,Female Characters,,Deceased Characters,2,Oct-88,1988
564562,Spit  ,\/Spit__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Apr-88,1988
249113,Steven Petty ,\/Steven_Petty_,,Bad Characters,,,Male Characters,,Living Characters,2,Feb-88,1988
196070,Sticker  ,\/Sticker__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Oct-88,1988
16787,Tammy Blake ,\/Tammy_Blake_,,,,Brown Hair,Female Characters,,Living Characters,2,Oct-88,1988
499785,Terry Bollea ,\/Terry_Bollea_,Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Feb-88,1988
16101,TransHuman ROBot ,\/TransHuman_ROBot_,,Neutral Characters,,,,,Living Characters,2,Feb-88,1988
18574,Yasir ,\/Yasir_,,Bad Characters,,,Male Characters,,Living Characters,2,Feb-88,1988
92129,Agent Donohue ,\/Agent_Donohue_,Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,2,Oct-89,1989
157140,Anarchy  ,\/Anarchy__,Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Dec-89,1989
196073,Basher ,\/Basher_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jan-89,1989
67735,Benjamin Tucker ,\/Benjamin_Tucker_,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Jan-89,1989
196061,Bonehead ,\/Bonehead_,,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2,Apr-89,1989
310489,Bud Cable ,\/Bud_Cable_,,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-89,1989
79779,Cameron Brock ,\/Cameron_Brock_,Secret Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,2,Apr-89,1989
4073,Captain Forsa ,\/Captain_Forsa_,Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Dec-89,1989
419555,Carlton Beatrice ,\/Carlton_Beatrice_,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Oct-89,1989
89253,Clark Finark ,\/Clark_Finark_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Dec-89,1989
196075,Clyde Bodtchik ,\/Clyde_Bodtchik_,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Jun-89,1989
288976,Dakkor ,\/Dakkor_,Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,Aug-89,1989
24757,Demeityr ,\/Demeityr_,Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,2,May-89,1989
285190,Doctor Shiner ,\/Doctor_Shiner_,Public Identity,,,,,,Living Characters,2,Jan-89,1989
18663,Edward Windhart ,\/Edward_Windhart_,,Bad Characters,,,Male Characters,,Living Characters,2,May-89,1989
532080,Frank Ensign ,\/Frank_Ensign_,,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Dec-89,1989
404781,Genevieve Cross ,\/Genevieve_Cross_,,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Mar-89,1989
285188,George Martin ,\/George_Martin_,Public Identity,,,,Male Characters,,Living Characters,2,Jan-89,1989
519474,Gerald Grondier ,\/Gerald_Grondier_,Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,2,Jun-89,1989
256458,Grundor ,\/Grundor_,,Bad Characters,,,Male Characters,,Living Characters,2,Oct-89,1989
642614,Hugh Taylor ,\/Hugh_Taylor_,Public Identity,,,,Male Characters,,Deceased Characters,2,May-89,1989
28061,Jack Bascomb ,\/Jack_Bascomb_,,,,Brown Hair,Male Characters,,Living Characters,2,Dec-89,1989
29097,Jerome Hamilton  ,\/Jerome_Hamilton__,Secret Identity,,,Black Hair,Male Characters,,Living Characters,2,Mar-89,1989
688893,Joanna Nivena ,\/Joanna_Nivena_,Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,2,Jul-89,1989
104649,Josu\u00e9 P\u00e9tion ,\/Josu%C3%A9_P%C3%A9tion_,,Bad Characters,,,Male Characters,,Deceased Characters,2,Nov-89,1989
36264,Jules St. Thomas ,\/Jules_St._Thomas_,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Jul-89,1989
26368,Kar-Sagg ,\/Kar-Sagg_,Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Nov-89,1989
36271,Khalid Inshallah ,\/Khalid_Inshallah_,Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,2,Jul-89,1989
744244,Kholdsor ,\/Kholdsor_,No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,2,Nov-89,1989
45685,Kimberly Schau ,\/Kimberly_Schau_,Secret Identity,,,Blond Hair,Female Characters,,Deceased Characters,2,Dec-89,1989
72809,Lemuel Sullivan ,\/Lemuel_Sullivan_,Secret Identity,,,Red Hair,Male Characters,,Living Characters,2,Dec-89,1989
18662,Mary Windhart ,\/Mary_Windhart_,,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,2,May-89,1989
72813,Matt Coris ,\/Matt_Coris_,Secret Identity,,,,Male Characters,,Deceased Characters,2,Dec-89,1989
86049,Michael Tucker ,\/Michael_Tucker_,,,,,Male Characters,,Living Characters,2,Jan-89,1989
2243,Numinus ,\/Numinus_,Secret Identity,Good Characters,,,Female Characters,,Living Characters,2,Dec-89,1989
32418,Phee ,\/Phee_,,Bad Characters,,,Male Characters,,Living Characters,2,Jun-89,1989
32421,Phy ,\/Phy_,,,,,,,Living Characters,2,Jun-89,1989
17189,Rat ,\/Rat_,Secret Identity,,,,Female Characters,,Living Characters,2,Apr-89,1989
18590,Robert Washington ,\/Robert_Washington_,Secret Identity,Bad Characters,Hazel Eyes,Black Hair,Male Characters,,Living Characters,2,May-89,1989
18661,Robert Windhart ,\/Robert_Windhart_,,Neutral Characters,,,Male Characters,,Living Characters,2,May-89,1989
253298,Rochester ,\/Rochester_,,Bad Characters,,,Male Characters,,Living Characters,2,Nov-89,1989
404777,Roger Loomis ,\/Roger_Loomis_,,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Mar-89,1989
45674,Roger Welton ,\/Roger_Welton_,,,,Black Hair,Male Characters,,Deceased Characters,2,Dec-89,1989
45676,Ryan Laporto ,\/Ryan_Laporto_,Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,2,Dec-89,1989
46753,Sara Krowler ,\/Sara_Krowler_,,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,2,Aug-89,1989
451120,Scientist Supreme ,\/Scientist_Supreme_,,Neutral Characters,,,Male Characters,,Living Characters,2,Aug-89,1989
286306,Sharon Kelly ,\/Sharon_Kelly_,Public Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,2,Jul-89,1989
404778,Sian Bowen ,\/Sian_Bowen_,,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Mar-89,1989
289410,Squid  ,\/Squid__,,Bad Characters,,,Male Characters,,Living Characters,2,Feb-89,1989
86331,Talmadge Cobbleskill ,\/Talmadge_Cobbleskill_,Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2,Sep-89,1989
18775,Two-Legged Rat ,\/Two-Legged_Rat_,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Jan-89,1989
492554,Umberto Safilios ,\/Umberto_Safilios_,No Dual Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,Mar-89,1989
5554,Undertow  ,\/Undertow__,Secret Identity,,,Green Hair,Male Characters,,Living Characters,2,Oct-89,1989
45691,Victor Barlow ,\/Victor_Barlow_,Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Dec-89,1989
404780,William Fanshawe ,\/William_Fanshawe_,,Good Characters,,Red Hair,Male Characters,,Living Characters,2,Mar-89,1989
72810,William Read ,\/William_Read_,Secret Identity,,,Black Hair,Male Characters,,Living Characters,2,Dec-89,1989
18613,William Wesley ,\/William_Wesley_,Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,Oct-89,1989
29191,Zeke Sallinger ,\/Zeke_Sallinger_,Secret Identity,,,Blond Hair,Male Characters,,Living Characters,2,Mar-89,1989
249102,Alder Revery ,\/Alder_Revery_,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Oct-90,1990
24629,Amaterasu ,\/Amaterasu_,,,,Black Hair,Female Characters,,Living Characters,2,Oct-90,1990
506896,Babob ,\/Babob_,No Dual Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,May-90,1990
342849,Bando Saburo ,\/Bando_Saburo_,,Good Characters,,White Hair,Male Characters,,Living Characters,2,Jul-90,1990
33836,Bear Brother ,\/Bear_Brother_,,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-90,1990
395569,Beryl ,\/Beryl_,,Bad Characters,,,Male Characters,,Living Characters,2,Aug-90,1990
29101,Bobbi Chase ,\/Bobbi_Chase_,Secret Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,May-90,1990
561536,Cara LeBlanc ,\/Cara_LeBlanc_,Public Identity,Good Characters,,,Female Characters,,Living Characters,2,May-90,1990
395568,Cerise  ,\/Cerise__,,Bad Characters,,,Female Characters,,Living Characters,2,Aug-90,1990
719110,Charles Lassiter ,\/Charles_Lassiter_,No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,May-90,1990
16142,Chicken Wings ,\/Chicken_Wings_,Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Feb-90,1990
395567,Cobalt ,\/Cobalt_,,Bad Characters,,Grey Hair,Male Characters,,Living Characters,2,Aug-90,1990
46061,Dark Dweller ,\/Dark_Dweller_,,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,2,Apr-90,1990
48206,Ellegua ,\/Ellegua_,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,May-90,1990
728033,Exile  ,\/Exile__,Secret Identity,,,No Hair,Male Characters,,Living Characters,2,Dec-90,1990
26438,Glaktu ,\/Glaktu_,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Feb-90,1990
531051,Hal Goldman ,\/Hal_Goldman_,,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Jul-90,1990
530198,Harold McGee ,\/Harold_McGee_,Public Identity,,,Red Hair,Male Characters,,Deceased Characters,2,Jul-90,1990
690293,Hosni ,\/Hosni_,,,,,Male Characters,,Living Characters,2,Nov-90,1990
561535,Jason Berg ,\/Jason_Berg_,Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,2,May-90,1990
490189,Kreutzmann ,\/Kreutzmann_,Public Identity,,,Blond Hair,Male Characters,,Living Characters,2,Sep-90,1990
676657,Mendev ,\/Mendev_,,Bad Characters,,,Male Characters,,Living Characters,2,Jul-90,1990
507281,Mimoza ,\/Mimoza_,Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,May-90,1990
188110,Numacet ,\/Numacet_,,Good Characters,,,Female Characters,,Living Characters,2,Aug-90,1990
480623,Phil ,\/Phil_,Public Identity,,,,Male Characters,,Living Characters,2,Jul-90,1990
507259,Pupugli ,\/Pupugli_,Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,May-90,1990
706251,Robert Hanklin ,\/Robert_Hanklin_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Nov-90,1990
43135,Robert von Doom ,\/Robert_von_Doom_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Aug-90,1990
586460,Savage Fin ,\/Savage_Fin_,Secret Identity,,Black Eyes,Green Hair,Male Characters,,Deceased Characters,2,May-90,1990
586221,Sluj ,\/Sluj_,,Bad Characters,,No Hair,,,Living Characters,2,Sep-90,1990
676654,Strokov ,\/Strokov_,,Bad Characters,,,Male Characters,,Living Characters,2,Jul-90,1990
71163,Synthia Naip ,\/Synthia_Naip_,,,,Blond Hair,Female Characters,,Living Characters,2,Oct-90,1990
18748,Ticker ,\/Ticker_,Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,2,Oct-90,1990
675952,Timothy Jones  ,\/Timothy_Jones__,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Sep-90,1990
98425,Uproar ,\/Uproar_,,Bad Characters,,,Male Characters,,Living Characters,2,Sep-90,1990
256652,Utand ,\/Utand_,,Bad Characters,,Bald,Male Characters,,Living Characters,2,Jul-90,1990
506903,Wiwarto ,\/Wiwarto_,No Dual Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,May-90,1990
566952,Adam Wright ,\/Adam_Wright_,No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-91,1991
28495,Arianna Jankos ,\/Arianna_Jankos_,,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Aug-91,1991
16181,Brutus ,\/Brutus_,Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Jun-91,1991
607127,Bullfinch ,\/Bullfinch_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Jun-91,1991
260004,Burt Garthwaite ,\/Burt_Garthwaite_,Public Identity,,,White Hair,Male Characters,,Deceased Characters,2,Apr-91,1991
26487,Carmella ,\/Carmella_,,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Oct-91,1991
98512,Crimewave  ,\/Crimewave__,,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Oct-91,1991
410482,Devi Bannerjee ,\/Devi_Bannerjee_,Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Feb-91,1991
295867,Elizabeth Braddock  ,\/Elizabeth_Braddock__,Secret Identity,Bad Characters,,,,,Deceased Characters,2,May-91,1991
32513,Ella Pinkwater ,\/Ella_Pinkwater_,,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,2,Mar-91,1991
16145,Ent ,\/Ent_,Secret Identity,Neutral Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,Jun-91,1991
195373,Father Time  ,\/Father_Time__,Secret Identity,Good Characters,Green Eyes,White Hair,Male Characters,,Living Characters,2,Mar-91,1991
289261,Francesca Tofield ,\/Francesca_Tofield_,Public Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2,May-91,1991
27051,Gar-Toom ,\/Gar-Toom_,,Bad Characters,,,Male Characters,,Living Characters,2,Nov-91,1991
257084,Imperial Leader  ,\/Imperial_Leader__,,Good Characters,,No Hair,Male Characters,,Living Characters,2,Nov-91,1991
16050,Jaboa Murphy ,\/Jaboa_Murphy_,Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,2,Jul-91,1991
457791,Kosinski ,\/Kosinski_,Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,Aug-91,1991
72472,Larry Curtiss ,\/Larry_Curtiss_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jun-91,1991
726661,Leonard Kryzewski ,\/Leonard_Kryzewski_,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Nov-91,1991
534772,Li Muan Ho ,\/Li_Muan_Ho_,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Feb-91,1991
393825,Linus Dorfman ,\/Linus_Dorfman_,,Bad Characters,,,Male Characters,,Living Characters,2,Jul-91,1991
64631,Luis Barrett ,\/Luis_Barrett_,Secret Identity,,,Brown Hair,Male Characters,,Living Characters,2,Jun-91,1991
688917,Maria Santos ,\/Maria_Santos_,,,,,,,Living Characters,2,Jun-91,1991
26796,Masterblaster ,\/Masterblaster_,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Oct-91,1991
730863,Miles Lipton ,\/Miles_Lipton_,Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jan-91,1991
491734,Monkey  ,\/Monkey__,,,,Brown Hair,Male Characters,,Deceased Characters,2,Jan-91,1991
17267,Mora Hager ,\/Mora_Hager_,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Jul-91,1991
16143,Mother Inferior ,\/Mother_Inferior_,Secret Identity,Neutral Characters,,,Female Characters,,Deceased Characters,2,Jun-91,1991
677766,Mr. Meer ,\/Mr._Meer_,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Oct-91,1991
691617,Mrs. Arranaga ,\/Mrs._Arranaga_,,,,,Female Characters,,Living Characters,2,Nov-91,1991
677768,Mrs. Meer ,\/Mrs._Meer_,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Oct-91,1991
729638,Nakka ,\/Nakka_,No Dual Identity,Neutral Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,Aug-91,1991
16144,Pester ,\/Pester_,Secret Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,2,Jun-91,1991
346231,Phineous Umbridge ,\/Phineous_Umbridge_,No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Sep-91,1991
745831,Ripster  ,\/Ripster__,Secret Identity,Bad Characters,,Blond Hair,,,Living Characters,2,Aug-91,1991
480581,Sasha Yamir ,\/Sasha_Yamir_,Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,2,Feb-91,1991
26875,Stig ,\/Stig_,No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,2,Feb-91,1991
29160,Theobald Blott ,\/Theobald_Blott_,Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,2,Dec-91,1991
11471,Unbeing ,\/Unbeing_,Secret Identity,Bad Characters,,,,,Living Characters,2,Jan-91,1991
26443,Virtual Reality ,\/Virtual_Reality_,Secret Identity,,,Bald,Male Characters,,Living Characters,2,Oct-91,1991
489487,Wing  ,\/Wing__,,,,,Male Characters,,Living Characters,2,Sep-91,1991
506892,Alake ,\/Alake_,No Dual Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,Mar-92,1992
297330,Angeline Kutter ,\/Angeline_Kutter_,Public Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,2,Jun-92,1992
26906,Araq Mezdbadah ,\/Araq_Mezdbadah_,Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Nov-92,1992
388562,Aroke ,\/Aroke_,No Dual Identity,Good Characters,,No Hair,Male Characters,,Living Characters,2,May-92,1992
63269,Arthur Barrington ,\/Arthur_Barrington_,No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,2,Mar-92,1992
389007,Arthur Vale ,\/Arthur_Vale_,,,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Aug-92,1992
303832,Aurora Poule ,\/Aurora_Poule_,No Dual Identity,,,Black Hair,Female Characters,,Living Characters,2,Dec-92,1992
32730,Avatar  ,\/Avatar__,,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Mar-92,1992
16256,Briquette ,\/Briquette_,Secret Identity,Bad Characters,,Magenta Hair,Female Characters,,Living Characters,2,Jul-92,1992
1257,Burke ,\/Burke_,Secret Identity,,,Black Hair,Male Characters,,Living Characters,2,May-92,1992
526638,Cathode ,\/Cathode_,Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Nov-92,1992
728613,Cody  ,\/Cody__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jul-92,1992
631225,Collier Mack ,\/Collier_Mack_,,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,May-92,1992
504136,Cruz Bushmaster ,\/Cruz_Bushmaster_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Apr-92,1992
706153,Daichi Sakamoto ,\/Daichi_Sakamoto_,Secret Identity,Good Characters,,,,,Deceased Characters,2,Jun-92,1992
525873,Donald Smithfield ,\/Donald_Smithfield_,Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,2,Jul-92,1992
504129,Elio Angelopolous III ,\/Elio_Angelopolous_III_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-92,1992
564781,Everett Donnelly ,\/Everett_Donnelly_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Jul-92,1992
62482,Firebug ,\/Firebug_,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-92,1992
525301,Gattling ,\/Gattling_,Secret Identity,,,Blond Hair,Male Characters,,Living Characters,2,Jul-92,1992
302464,George Waters ,\/George_Waters_,Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Aug-92,1992
257287,Glump  ,\/Glump__,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,May-92,1992
631229,Go Vin Ng ,\/Go_Vin_Ng_,,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,May-92,1992
26924,Groonk ,\/Groonk_,Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Feb-92,1992
26907,Hamza Halladah ,\/Hamza_Halladah_,Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,Nov-92,1992
250707,Henry Akai ,\/Henry_Akai_,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Aug-92,1992
27556,Infinity Thrall ,\/Infinity_Thrall_,,,,,,,Living Characters,2,Jun-92,1992
412379,Jackal  ,\/Jackal__,,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2,Nov-92,1992
16952,Jodi Furman ,\/Jodi_Furman_,Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,2,Jun-92,1992
18805,Joe Emberlin ,\/Joe_Emberlin_,,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Oct-92,1992
432874,Johnny Bloodcede ,\/Johnny_Bloodcede_,,Bad Characters,,,Male Characters,,Deceased Characters,2,Aug-92,1992
257284,Kai-Ra ,\/Kai-Ra_,Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,May-92,1992
106384,Khoon ,\/Khoon_,Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,2,Jul-92,1992
32596,Lloigoroth ,\/Lloigoroth_,Secret Identity,Bad Characters,,No Hair,,,Living Characters,2,Sep-92,1992
272443,Lucian Aster ,\/Lucian_Aster_,,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Jul-92,1992
631226,Mark Conroy ,\/Mark_Conroy_,,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,May-92,1992
27208,Max ,\/Max_,,Good Characters,,,Male Characters,,Living Characters,2,Feb-92,1992
28229,Michael Bingham ,\/Michael_Bingham_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Oct-92,1992
36161,Mikula Golubev ,\/Mikula_Golubev_,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Oct-92,1992
554586,Morton Thurnton ,\/Morton_Thurnton_,Public Identity,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,2,Oct-92,1992
629866,Nino Cortese ,\/Nino_Cortese_,Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,Feb-92,1992
16802,Onslaught  ,\/Onslaught__,Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Apr-92,1992
500165,Ray Jones ,\/Ray_Jones_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Dec-92,1992
728608,Razorblade  ,\/Razorblade__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jul-92,1992
16791,Rick Chalker ,\/Rick_Chalker_,Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,2,Oct-92,1992
507254,Rugar ,\/Rugar_,Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,Apr-92,1992
16961,Saint Elmo ,\/Saint_Elmo_,Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,2,Jun-92,1992
36160,Sasha Pokryshkin ,\/Sasha_Pokryshkin_,Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Oct-92,1992
26506,Selena Slate ,\/Selena_Slate_,Secret Identity,Neutral Characters,Variable Eyes,Variable Hair,Female Characters,,Living Characters,2,Jul-92,1992
635454,Swift  ,\/Swift__,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,Sep-92,1992
500532,Thor Kid ,\/Thor_Kid_,,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2,Aug-92,1992
28227,Timothy Karlskin ,\/Timothy_Karlskin_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Oct-92,1992
526337,Victor von Doom  ,\/Victor_von_Doom__,Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,2,Sep-92,1992
61014,Vittorio Montesi ,\/Vittorio_Montesi_,Secret Identity,,,Black Hair,Male Characters,,Living Characters,2,Oct-92,1992
36162,Vladimir Orekhov ,\/Vladimir_Orekhov_,Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,2,Oct-92,1992
18711,Volga Belle ,\/Volga_Belle_,,Bad Characters,,No Hair,Female Characters,,Living Characters,2,Jun-92,1992
4518,William Matson ,\/William_Matson_,Secret Identity,,,,Male Characters,,Living Characters,2,Dec-92,1992
